timestamp,equity
23200,2833.169921875
23400,2762.9765625
23600,2937.98828125
23800,3153.068359375
24000,3200.0107421875
24200,3312.90234375
24400,3325.40478515625
24600,3207.6796875
24800,2933.6005859375
25000,2981.654296875
25200,2863.869140625
25400,2949.3486328125
25600,3256.671875
25800,3015.5400390625
26000,2811.9765625
26200,2976.39453125
26400,2913.3955078125
26600,2938.7705078125
26800,2799.32568359375
27000,2872.17919921875
27200,2710.20703125
27400,2509.04833984375
27600,2390.1591796875
27800,2131.24072265625
28000,2179.1376953125
28200,2331.541015625
28400,2308.1220703125
28600,2524.79345703125
28800,2115.90478515625
29000,1709.353515625
29200,1803.02294921875
29400,1792.005859375
29600,1832.94873046875
29800,2004.4814453125
30000,2083.2177734375
30200,2382.69140625
30400,2981.8154296875
30600,3518.28125
30800,3039.20556640625
31000,2792.59228515625
31200,2648.25537109375
31400,2850.58984375
31600,2894.2109375
31800,3202.75830078125
32000,3424.3896484375
32200,3540.2138671875
32400,3315.84716796875
32600,4597.625
32800,5233.8046875
33000,5044.31640625
33200,4537.482421875
33400,4463.4453125
33600,4723.93359375
33800,4013.548828125
34000,3719.330078125
34200,3418.21875
34400,3713.072265625
34600,3309.310546875
34800,3738.8125
35000,4231.25390625
35200,5103.39453125
35400,5481.03125
35600,5137.78125
35800,5563.18359375
36000,4875.529296875
36200,4917.22265625
36400,5023.201171875
36600,6247.232421875
36800,5840.359375
37000,5612.19921875
37200,4948.291015625
37400,4469.615234375
37600,4328.171875
37800,3565.9140625
38000,4118.154296875
38200,5184.849609375
38400,5271.845703125
38600,5458.58984375
38800,5626.1484375
39000,6311.41796875
39200,7220.775390625
39400,7338.447265625
39600,9226.607421875
39800,9359.021484375
40000,9175.390625
40200,8345.82421875
40400,8144.8984375
40600,8056.79296875
40800,8056.3046875
41000,9190.4453125
41200,9706.21484375
41400,9770.60546875
41600,10430.5234375
41800,9297.515625
42000,9376.1640625
42200,8111.91015625
42400,7984.8203125
42600,7331.83203125
42800,6775.234375
43000,7914.23046875
43200,7721.078125
43400,8250.8671875
43600,8649.16796875
43800,8777.7578125
44000,9958.41015625
44200,11640.65234375
44400,10882.50390625
44600,10557.375
44800,9451.44140625
45000,9079.421875
45200,8996.0546875
45400,9605.7109375
45600,9874.55859375
45800,10347.4375
46000,9311.2109375
46200,8627.40234375
46400,9352.15625
46600,9375.17578125
46800,10018.03125
47000,9934.4609375
47200,10205.8359375
47400,11052.16796875
47600,11348.63671875
47800,10290.1015625
48000,10056.58203125
48200,9895.36328125
48400,10617.10546875
48600,9999.08203125
48800,9828.79296875
49000,8151.58203125
49200,8677.83984375
49400,9221.625
49600,10187.30078125
49800,10806.33984375
50000,11579.6328125
50200,12740.87890625
50400,11189.19140625
50600,10907.5703125
50800,10912.87890625
51000,9051.7890625
51200,9500.58203125
51400,10059.26953125
51600,9904.10546875
51800,9435.921875
52000,9257.47265625
52200,9568.47265625
52400,9721.828125
52600,10847.09765625
52800,10303.234375
53000,10303.1640625
53200,10638.55859375
53400,11435.8896484375
53600,10723.353515625
53800,11204.28125
54000,12297.119140625
54200,12044.775390625
54400,12379.564453125
54600,12280.8173828125
54800,11735.55078125
55000,12211.09375
55200,11766.2734375
55400,10671.8642578125
55600,10786.712890625
55800,11129.0830078125
56000,10619.4580078125
56200,10917.9306640625
56400,10245.365234375
56600,10654.537109375
56800,10995.6416015625
57000,10512.62890625
57200,9725.6728515625
57400,9306.3759765625
57600,9512.3681640625
57800,9215.3525390625
58000,9308.75146484375
58200,9238.5341796875
58400,9299.951171875
58600,7886.00048828125
58800,8006.94482421875
59000,8055.4775390625
59200,7318.32421875
59400,7760.173828125
59600,7593.14892578125
59800,7933.70751953125
60000,8918.23681640625
60200,9339.90185546875
60400,9495.67138671875
60600,9291.58447265625
60800,8625.97412109375
61000,7785.0087890625
61200,8661.00390625
61400,7555.115234375
61600,7053.4765625
61800,6927.85546875
62000,5627.853515625
62200,4416.2841796875
62400,4065.1728515625
62600,3980.1630859375
62800,4164.9755859375
63000,3450.474609375
63200,2917.513671875
63400,3770.3173828125
63600,5309.6689453125
63800,6516.4072265625
64000,5639.3876953125
64200,7070.9599609375
64400,6211.3759765625
64600,5648.0517578125
64800,4929.841796875
65000,4708.982421875
65200,5433.5419921875
65400,5434.5625
65600,6001.8701171875
65800,6095.185546875
66000,6544.751953125
66200,5755.640625
66400,6015.06640625
66600,5760.107421875
66800,6260.888671875
67000,6156.232421875
67200,6138.82421875
67400,5631.55859375
67600,5511.8134765625
67800,5647.53125
68000,6063.7919921875
68200,6354.4375
68400,7309.9345703125
68600,7797.287109375
68800,7658.9990234375
69000,7579.353515625
69200,7929.001953125
69400,7378.7392578125
69600,6910.787109375
69800,7153.998046875
70000,6747.9091796875
70200,7270.6162109375
70400,6798.1083984375
70600,6878.53515625
70800,7509.787109375
71000,7800.8623046875
71200,8334.203125
71400,7261.2646484375
71600,7242.873046875
71800,7697.611328125
72000,7791.8642578125
72200,8309.4541015625
72400,7059.6435546875
72600,6704.19140625
72800,8203.177734375
73000,8099.076171875
73200,6848.259765625
73400,6624.3984375
73600,7691.63671875
73800,7545.861328125
74000,8945.462890625
74200,9044.640625
74400,8596.947265625
74600,8651.046875
74800,8027.80859375
75000,7502.296875
75200,8550.40234375
75400,8718.3125
75600,8255.19921875
75800,6094.533203125
76000,5924.1171875
76200,5690.30859375
76400,4148.125
76600,4059.416015625
76800,4743.49609375
77000,4081.82421875
77200,4346.912109375
77400,3536.41796875
77600,3479.83984375
77800,3130.88671875
78000,3194.53515625
78200,3602.341796875
78400,2928.29296875
78600,3099.41015625
78800,3884.740234375
79000,3809.640625
79200,5106.73046875
79400,5733.27734375
79600,7102.8564453125
79800,8149.673828125
80000,7157.6923828125
80200,7429.40625
80400,7385.1064453125
80600,7172.220703125
80800,7512.126953125
81000,7700.2607421875
81200,8777.630859375
81400,8153.11328125
81600,8785.6015625
81800,10065.921875
82000,9251.125
82200,9461.88671875
82400,9877.15625
82600,10113.265625
82800,10487.9453125
83000,9854.69140625
83200,10196.65625
83400,11210.29296875
83600,12227.328125
83800,12545.171875
84000,11946.6171875
84200,13379.21875
84400,13938.0
84600,12524.125
84800,12896.12109375
85000,12944.0625
85200,14113.81640625
85400,13540.00390625
85600,13915.5
85800,13755.55078125
86000,12784.76953125
86200,13563.78515625
86400,12772.359375
86600,12362.2578125
86800,12715.4921875
87000,11478.9765625
87200,11407.740234375
87400,10996.57421875
87600,12190.45703125
87800,12972.0546875
88000,12540.65234375
88200,12953.7109375
88400,12388.6796875
88600,11906.88671875
88800,11328.484375
89000,11289.5078125
89200,12392.03515625
89400,14156.78515625
89600,15587.6171875
89800,14800.21484375
90000,14408.65234375
90200,14034.55859375
90400,14066.96875
90600,14080.55078125
90800,13300.0859375
91000,13317.16015625
91200,14024.73828125
91400,14238.123046875
91600,14590.634765625
91800,13825.11328125
92000,14055.62109375
92200,14287.55859375
92400,14638.92578125
92600,14431.48046875
92800,14867.0546875
93000,15741.5390625
93200,15461.765625
93400,15590.40625
93600,16860.046875
93800,16334.755859375
94000,15324.58984375
94200,16087.05859375
94400,17747.44921875
94600,17782.42578125
94800,18977.859375
95000,19606.96875
95200,19339.63671875
95400,19536.740234375
95600,19424.6875
95800,22401.16015625
96000,24319.681640625
96200,22312.46875
96400,23573.029296875
96600,24110.587890625
96800,24347.43359375
97000,24995.1640625
97200,25156.396484375
97400,23936.248046875
97600,22111.43359375
97800,23396.638671875
98000,23619.517578125
98200,23799.7265625
98400,23192.7734375
98600,23123.673828125
98800,22393.69921875
99000,23177.8671875
99200,23742.90234375
99400,23544.037109375
99600,24205.33203125
99800,24461.861328125
